381,20230101,20230113,20230108,100,SO46700,1000.4375
375,20230101,20230113,20230108,100,SO46701,2181.5625
369,20230101,20230113,20230108,100,SO46702,2443.35
337,20230101,20230113,20230108,98,SO46703,782.99
370,20230101,20230113,20230108,100,SO46704,2443.35
370,20230101,20230113,20230108,100,SO46705,2443.35
352,20230101,20230113,20230108,19,SO46706,2071.4196
337,20230101,20230113,20230108,100,SO46707,782.99
377,20230101,20230113,20230108,6,SO46708,2181.5625
387,20230102,20230114,20230109,98,SO46709,1000.4375
356,20230102,20230114,20230109,100,SO46710,2071.4196
369,20230102,20230114,20230109,100,SO46711,2443.35
373,20230102,20230114,20230109,100,SO46712,2181.5625
371,20230102,20230114,20230109,19,SO46713,2181.5625
368,20230102,20230114,20230109,100,SO46714,2443.35
375,20230102,20230114,20230109,19,SO46715,2181.5625
375,20230102,20230114,20230109,19,SO46716,2181.5625
368,20230102,20230114,20230109,19,SO46717,2443.35
360,20230102,20230114,20230109,6,SO46718,2049.0982
362,20230103,20230115,20230110,98,SO46719,2049.0982
371,20230103,20230115,20230110,100,SO46720,2181.5625
370,20230103,20230115,20230110,98,SO46721,2443.35
385,20230103,20230115,20230110,100,SO46722,1000.4375
368,20230103,20230115,20230110,100,SO46723,2443.35
368,20230103,20230115,20230110,100,SO46724,2443.35
369,20230103,20230115,20230110,6,SO46725,2443.35
373,20230103,20230115,20230110,6,SO46726,2181.5625
370,20230103,20230115,20230110,6,SO46727,2443.35
358,20230103,20230115,20230110,6,SO46728,2049.0982
321,20230103,20230115,20230110,6,SO46729,782.99
379,20230104,20230116,20230111,100,SO46730,2181.5625
371,20230104,20230116,20230111,100,SO46731,2181.5625
385,20230104,20230116,20230111,100,SO46732,1000.4375
375,20230104,20230116,20230111,19,SO46733,2181.5625
375,20230104,20230116,20230111,100,SO46734,2181.5625
371,20230104,20230116,20230111,100,SO46735,2181.5625
360,20230104,20230116,20230111,6,SO46736,2049.0982
354,20230104,20230116,20230111,6,SO46737,2071.4196
362,20230104,20230116,20230111,6,SO46738,2049.0982
373,20230105,20230117,20230112,98,SO46739,2181.5625
379,20230105,20230117,20230112,100,SO46740,2181.5625
370,20230105,20230117,20230112,100,SO46741,2443.35
358,20230105,20230117,20230112,19,SO46742,2049.0982
373,20230105,20230117,20230112,6,SO46743,2181.5625
370,20230105,20230117,20230112,6,SO46744,2443.35
369,20230106,20230118,20230113,100,SO46745,2443.35
368,20230106,20230118,20230113,100,SO46746,2443.35
360,20230106,20230118,20230113,100,SO46747,2049.0982
360,20230106,20230118,20230113,100,SO46748,2049.0982
354,20230106,20230118,20230113,6,SO46749,2071.4196
377,20230107,20230119,20230114,98,SO46750,2181.5625
377,20230107,20230119,20230114,100,SO46751,2181.5625
343,20230107,20230119,20230114,100,SO46752,782.99
379,20230107,20230119,20230114,6,SO46753,2181.5625
321,20230107,20230119,20230114,6,SO46754,782.99
343,20230107,20230119,20230114,6,SO46755,782.99
383,20230107,20230119,20230114,100,SO46756,1000.4375
354,20230108,20230120,20230115,100,SO46757,2071.4196
387,20230108,20230120,20230115,100,SO46758,1000.4375
373,20230108,20230120,20230115,98,SO46759,2181.5625
387,20230108,20230120,20230115,100,SO46760,1000.4375
325,20230108,20230120,20230115,100,SO46761,782.99
368,20230108,20230120,20230115,100,SO46762,2443.35
375,20230108,20230120,20230115,100,SO46763,2181.5625
360,20230108,20230120,20230115,100,SO46764,2049.0982
333,20230108,20230120,20230115,100,SO46765,782.99
369,20230108,20230120,20230115,6,SO46766,2443.35
362,20230108,20230120,20230115,6,SO46767,2049.0982
339,20230108,20230120,20230115,6,SO46768,782.99
377,20230109,20230121,20230116,98,SO46769,2181.5625
370,20230109,20230121,20230116,100,SO46770,2443.35
377,20230109,20230121,20230116,100,SO46771,2181.5625
375,20230109,20230121,20230116,100,SO46772,2181.5625
371,20230109,20230121,20230116,100,SO46773,2181.5625
375,20230109,20230121,20230116,100,SO46774,2181.5625
352,20230109,20230121,20230116,100,SO46775,2071.4196
360,20230109,20230121,20230116,6,SO46776,2049.0982
356,20230110,20230122,20230117,98,SO46777,2071.4196
352,20230110,20230122,20230117,98,SO46778,2071.4196
377,20230110,20230122,20230117,98,SO46779,2181.5625
379,20230110,20230122,20230117,100,SO46780,2181.5625
379,20230110,20230122,20230117,100,SO46781,2181.5625
371,20230110,20230122,20230117,100,SO46782,2181.5625
337,20230110,20230122,20230117,100,SO46783,782.99
375,20230110,20230122,20230117,100,SO46784,2181.5625
373,20230110,20230122,20230117,100,SO46785,2181.5625
354,20230110,20230122,20230117,100,SO46786,2071.4196
333,20230110,20230122,20230117,100,SO46787,782.99
358,20230110,20230122,20230117,6,SO46788,2049.0982
358,20230111,20230123,20230118,100,SO46789,2049.0982
379,20230111,20230123,20230118,100,SO46790,2181.5625
369,20230111,20230123,20230118,100,SO46791,2443.35
373,20230111,20230123,20230118,100,SO46792,2181.5625
375,20230111,20230123,20230118,100,SO46793,2181.5625
373,20230111,20230123,20230118,19,SO46794,2181.5625
362,20230111,20230123,20230118,100,SO46795,2049.0982
360,20230111,20230123,20230118,100,SO46796,2049.0982
371,20230111,20230123,20230118,6,SO46797,2181.5625
368,20230111,20230123,20230118,6,SO46798,2443.35
371,20230112,20230124,20230119,100,SO46799,2181.5625
370,20230112,20230124,20230119,100,SO46800,2443.35
368,20230112,20230124,20230119,19,SO46801,2443.35
337,20230112,20230124,20230119,100,SO46802,782.99
379,20230113,20230125,20230120,100,SO46803,2181.5625
323,20230113,20230125,20230120,100,SO46804,782.99
373,20230113,20230125,20230120,100,SO46805,2181.5625
370,20230113,20230125,20230120,6,SO46806,2443.35
354,20230113,20230125,20230120,6,SO46807,2071.4196
360,20230113,20230125,20230120,6,SO46808,2049.0982
371,20230114,20230126,20230121,100,SO46809,2181.5625
370,20230114,20230126,20230121,100,SO46810,2443.35
369,20230114,20230126,20230121,100,SO46811,2443.35
371,20230114,20230126,20230121,100,SO46812,2181.5625
379,20230114,20230126,20230121,100,SO46813,2181.5625
371,20230114,20230126,20230121,100,SO46814,2181.5625
375,20230114,20230126,20230121,19,SO46815,2181.5625
370,20230114,20230126,20230121,100,SO46816,2443.35
356,20230114,20230126,20230121,100,SO46817,2071.4196
369,20230114,20230126,20230121,6,SO46818,2443.35
368,20230114,20230126,20230121,6,SO46819,2443.35
352,20230115,20230127,20230122,100,SO46820,2071.4196
377,20230115,20230127,20230122,19,SO46821,2181.5625
325,20230115,20230127,20230122,100,SO46822,782.99
323,20230115,20230127,20230122,100,SO46823,782.99
385,20230115,20230127,20230122,6,SO46824,1000.4375
354,20230115,20230127,20230122,6,SO46825,2071.4196
360,20230115,20230127,20230122,6,SO46826,2049.0982
373,20230116,20230128,20230123,100,SO46827,2181.5625
385,20230116,20230128,20230123,100,SO46828,1000.4375
369,20230116,20230128,20230123,19,SO46829,2443.35
337,20230116,20230128,20230123,100,SO46830,782.99
369,20230116,20230128,20230123,100,SO46831,2443.35
352,20230116,20230128,20230123,19,SO46832,2071.4196
354,20230116,20230128,20230123,6,SO46833,2071.4196
379,20230116,20230128,20230123,100,SO46834,2181.5625
371,20230117,20230129,20230124,100,SO46835,2181.5625
377,20230117,20230129,20230124,100,SO46836,2181.5625
381,20230117,20230129,20230124,100,SO46837,1000.4375
375,20230117,20230129,20230124,100,SO46838,2181.5625
375,20230117,20230129,20230124,19,SO46839,2181.5625
369,20230117,20230129,20230124,100,SO46840,2443.35
371,20230117,20230129,20230124,100,SO46841,2181.5625
321,20230117,20230129,20230124,100,SO46842,782.99
375,20230117,20230129,20230124,6,SO46843,2181.5625
358,20230117,20230129,20230124,6,SO46844,2049.0982
358,20230118,20230130,20230125,98,SO46845,2049.0982
373,20230118,20230130,20230125,100,SO46846,2181.5625
371,20230118,20230130,20230125,100,SO46847,2181.5625
371,20230118,20230130,20230125,98,SO46848,2181.5625
370,20230118,20230130,20230125,19,SO46849,2443.35
370,20230118,20230130,20230125,100,SO46850,2443.35
360,20230118,20230130,20230125,19,SO46851,2049.0982
333,20230118,20230130,20230125,100,SO46852,782.99
368,20230118,20230130,20230125,6,SO46853,2443.35
375,20230118,20230130,20230125,6,SO46854,2181.5625
379,20230119,20230131,20230126,100,SO46855,2181.5625
370,20230119,20230131,20230126,100,SO46856,2443.35
371,20230119,20230131,20230126,100,SO46857,2181.5625
370,20230119,20230131,20230126,100,SO46858,2443.35
370,20230119,20230131,20230126,100,SO46859,2443.35
371,20230119,20230131,20230126,6,SO46860,2181.5625
377,20230119,20230131,20230126,6,SO46861,2181.5625
362,20230120,20230201,20230127,98,SO46862,2049.0982
362,20230120,20230201,20230127,98,SO46863,2049.0982
373,20230120,20230201,20230127,98,SO46864,2181.5625
375,20230120,20230201,20230127,100,SO46865,2181.5625
369,20230120,20230201,20230127,100,SO46866,2443.35
377,20230120,20230201,20230127,100,SO46867,2181.5625
369,20230120,20230201,20230127,100,SO46868,2443.35
379,20230121,20230202,20230128,100,SO46869,2181.5625
368,20230121,20230202,20230128,100,SO46870,2443.35
370,20230121,20230202,20230128,100,SO46871,2443.35
385,20230121,20230202,20230128,98,SO46872,1000.4375
377,20230121,20230202,20230128,6,SO46873,2181.5625
381,20230121,20230202,20230128,6,SO46874,1000.4375
362,20230122,20230203,20230129,100,SO46875,2049.0982
375,20230122,20230203,20230129,100,SO46876,2181.5625
370,20230122,20230203,20230129,100,SO46877,2443.35
369,20230122,20230203,20230129,19,SO46878,2443.35
379,20230122,20230203,20230129,100,SO46879,2181.5625
335,20230122,20230203,20230129,100,SO46880,782.99
354,20230122,20230203,20230129,6,SO46881,2071.4196
343,20230122,20230203,20230129,6,SO46882,782.99
352,20230122,20230203,20230129,100,SO46883,2071.4196
368,20230123,20230204,20230130,100,SO46884,2443.35
373,20230123,20230204,20230130,98,SO46885,2181.5625
377,20230123,20230204,20230130,100,SO46886,2181.5625
362,20230123,20230204,20230130,6,SO46887,2049.0982
325,20230123,20230204,20230130,6,SO46888,782.99
383,20230124,20230205,20230131,98,SO46889,1000.4375
368,20230124,20230205,20230131,100,SO46890,2443.35
325,20230124,20230205,20230131,98,SO46891,782.99
370,20230124,20230205,20230131,100,SO46892,2443.35
369,20230124,20230205,20230131,100,SO46893,2443.35
356,20230124,20230205,20230131,100,SO46894,2071.4196
354,20230124,20230205,20230131,100,SO46895,2071.4196
333,20230124,20230205,20230131,100,SO46896,782.99
368,20230124,20230205,20230131,6,SO46897,2443.35
369,20230124,20230205,20230131,6,SO46898,2443.35
381,20230125,20230206,20230201,100,SO46899,1000.4375
375,20230125,20230206,20230201,6,SO46900,2181.5625
375,20230125,20230206,20230201,6,SO46901,2181.5625
375,20230125,20230206,20230201,6,SO46902,2181.5625
354,20230125,20230206,20230201,6,SO46903,2071.4196
387,20230126,20230207,20230202,100,SO46904,1000.4375
375,20230126,20230207,20230202,98,SO46905,2181.5625
368,20230126,20230207,20230202,100,SO46906,2443.35
368,20230126,20230207,20230202,100,SO46907,2443.35
370,20230126,20230207,20230202,6,SO46908,2443.35
379,20230126,20230207,20230202,6,SO46909,2181.5625
331,20230127,20230208,20230203,98,SO46910,782.99
377,20230127,20230208,20230203,19,SO46911,2181.5625
377,20230127,20230208,20230203,100,SO46912,2181.5625
375,20230127,20230208,20230203,100,SO46913,2181.5625
356,20230127,20230208,20230203,100,SO46914,2071.4196
362,20230127,20230208,20230203,100,SO46915,2049.0982
329,20230127,20230208,20230203,100,SO46916,782.99
371,20230127,20230208,20230203,6,SO46917,2181.5625
343,20230127,20230208,20230203,6,SO46918,782.99
362,20230127,20230208,20230203,100,SO46919,2049.0982
362,20230128,20230209,20230204,98,SO46920,2049.0982
371,20230128,20230209,20230204,100,SO46921,2181.5625
368,20230128,20230209,20230204,100,SO46922,2443.35
369,20230128,20230209,20230204,100,SO46923,2443.35
375,20230128,20230209,20230204,100,SO46924,2181.5625
373,20230128,20230209,20230204,6,SO46925,2181.5625
377,20230128,20230209,20230204,6,SO46926,2181.5625
362,20230128,20230209,20230204,6,SO46927,2049.0982
356,20230128,20230209,20230204,6,SO46928,2071.4196
370,20230129,20230210,20230205,100,SO47068,2443.35
383,20230129,20230210,20230205,100,SO47069,1000.4375
387,20230129,20230210,20230205,100,SO47070,1000.4375
369,20230129,20230210,20230205,100,SO47071,2443.35
341,20230129,20230210,20230205,100,SO47072,782.99
369,20230129,20230210,20230205,19,SO47073,2443.35
362,20230129,20230210,20230205,100,SO47074,2049.0982
360,20230129,20230210,20230205,6,SO47075,2049.0982
362,20230129,20230210,20230205,6,SO47076,2049.0982
369,20230130,20230211,20230206,98,SO47077,2443.35
375,20230130,20230211,20230206,100,SO47078,2181.5625
375,20230130,20230211,20230206,100,SO47079,2181.5625
360,20230130,20230211,20230206,100,SO47080,2049.0982
341,20230130,20230211,20230206,100,SO47081,782.99
323,20230130,20230211,20230206,100,SO47082,782.99
329,20230130,20230211,20230206,100,SO47083,782.99
370,20230130,20230211,20230206,6,SO47084,2443.35
379,20230131,20230212,20230207,98,SO47085,2181.5625
373,20230131,20230212,20230207,100,SO47086,2181.5625
377,20230131,20230212,20230207,100,SO47087,2181.5625
369,20230131,20230212,20230207,100,SO47088,2443.35
341,20230131,20230212,20230207,100,SO47089,782.99
377,20230131,20230212,20230207,6,SO47090,2181.5625
354,20230201,20230213,20230208,100,SO47091,2071.4196
369,20230201,20230213,20230208,100,SO47092,2443.35
369,20230201,20230213,20230208,100,SO47093,2443.35
377,20230201,20230213,20230208,100,SO47094,2181.5625
370,20230201,20230213,20230208,19,SO47095,2443.35
354,20230201,20230213,20230208,100,SO47096,2071.4196
370,20230201,20230213,20230208,6,SO47097,2443.35
360,20230201,20230213,20230208,6,SO47098,2049.0982
325,20230201,20230213,20230208,6,SO47099,782.99
360,20230202,20230214,20230209,98,SO47100,2049.0982
371,20230202,20230214,20230209,98,SO47101,2181.5625
370,20230202,20230214,20230209,100,SO47102,2443.35
368,20230202,20230214,20230209,100,SO47103,2443.35
379,20230202,20230214,20230209,100,SO47104,2181.5625
371,20230202,20230214,20230209,100,SO47105,2181.5625
369,20230202,20230214,20230209,19,SO47106,2443.35
352,20230203,20230215,20230210,98,SO47107,2071.4196
369,20230203,20230215,20230210,100,SO47108,2443.35
375,20230203,20230215,20230210,100,SO47109,2181.5625
370,20230203,20230215,20230210,100,SO47110,2443.35
369,20230203,20230215,20230210,19,SO47111,2443.35
356,20230203,20230215,20230210,19,SO47112,2071.4196
343,20230203,20230215,20230210,100,SO47113,782.99
373,20230203,20230215,20230210,6,SO47114,2181.5625
370,20230203,20230215,20230210,6,SO47115,2443.35
387,20230203,20230215,20230210,6,SO47116,1000.4375
354,20230203,20230215,20230210,6,SO47117,2071.4196
362,20230203,20230215,20230210,100,SO47118,2049.0982
368,20230204,20230216,20230211,98,SO47119,2443.35
381,20230204,20230216,20230211,100,SO47120,1000.4375
375,20230204,20230216,20230211,100,SO47121,2181.5625
371,20230204,20230216,20230211,100,SO47122,2181.5625
371,20230204,20230216,20230211,19,SO47123,2181.5625
371,20230204,20230216,20230211,100,SO47124,2181.5625
375,20230204,20230216,20230211,100,SO47125,2181.5625
371,20230204,20230216,20230211,100,SO47126,2181.5625
371,20230204,20230216,20230211,6,SO47127,2181.5625
368,20230204,20230216,20230211,6,SO47128,2443.35
352,20230204,20230216,20230211,6,SO47129,2071.4196
375,20230205,20230217,20230212,98,SO47130,2181.5625
371,20230205,20230217,20230212,100,SO47131,2181.5625
375,20230205,20230217,20230212,100,SO47132,2181.5625
379,20230205,20230217,20230212,100,SO47133,2181.5625
